Vendor,SKU,Asset Type,Asset Sub Type,Description,Model
Adobe,54027571AV,,,Acrobat Professional,
Adobe,54027571TS,,,Creative Suite Master Collection,
Adobe,54027894AV,,,Technical Communication Suite,
Adobe,54027754TR,,,Creative Suite Master Collection,
Adobe,54027957AS,,,Creative Suite Design Standard,
Adobe,54027957TR,,,Creative Suite Design Standard,
Adobe,54027958TR,,,Creative Suite Design Standard,
Adobe,54027958AS,,,Creative Suite Design Standard,
Adobe,54028838AS,,,Acrobat Professional,
Adobe,58047486AA02A00,,,FrameMaker,
Adobe,54032047AD02A00,,,Acrobat Professional,
Adobe,58047486AA01A00,,,FrameMaker,
Adobe,58047486AA03A00,,,FrameMaker,
Adobe,58047486AA04A00,,,FrameMaker,
Adobe,58047486AB03A00,,,FrameMaker,
Adobe,58047486AB02A00,,,FrameMaker,
Adobe,58047486AC01A00,,,FrameMaker,
Adobe,58047486AC02A00,,,FrameMaker,
Adobe,58047486AB01A00,,,FrameMaker,
Adobe,58047486AD01A00,,,FrameMaker,
Adobe,58047486AD02A00,,,FrameMaker,
Adobe,58047486AE01A00,,,FrameMaker,
Adobe,58047486AE02A00,,,FrameMaker,
Adobe,58047489AA01A00,,,FrameMaker,
Adobe,58047486AF01A00,,,FrameMaker,
Adobe,58047489AA02A00,,,FrameMaker,
Adobe,58047489AA03A00,,,FrameMaker,
Adobe,58047489AA04A00,,,FrameMaker,
Adobe,58047489AB01A00,,,FrameMaker,
Adobe,58047489AB02A00,,,FrameMaker,
Adobe,58047489AB03A00,,,FrameMaker,
Adobe,58047489AC01A00,,,FrameMaker,
Adobe,58047489AC02A00,,,FrameMaker,
Adobe,58047489AD01A00,,,FrameMaker,
Adobe,58047489AD02A00,,,FrameMaker,
Adobe,58047489AE01A00,,,FrameMaker,
Adobe,58047489AE02A00,,,FrameMaker,
Adobe,58047489AF01A00,,,FrameMaker,
Adobe,58047492AA01A00,,,FrameMaker,
Adobe,58047492AA02A00,,,FrameMaker,
Adobe,58047492AA03A00,,,FrameMaker,
Adobe,58047492AC02A00,,,FrameMaker,
Adobe,58047492AA04A00,,,FrameMaker,
Adobe,58047492AC01A00,,,FrameMaker,
Adobe,58047492AD02A00,,,FrameMaker,
Adobe,58047492AF01A00,,,FrameMaker,
Adobe,58047495AA01A00,,,FrameMaker,
Adobe,58047495AA02A00,,,FrameMaker,
Adobe,58047495AA03A00,,,FrameMaker,
Adobe,58047492AD01A00,,,FrameMaker,
Adobe,58047495AA04A00,,,FrameMaker,
Adobe,58047495AC01A00,,,FrameMaker,
Adobe,58047495AC02A00,,,FrameMaker,
Adobe,58047495AD01A00,,,FrameMaker,
Adobe,58047495AD02A00,,,FrameMaker,
Adobe,58047495AF01A00,,,FrameMaker,
Adobe,61070188PS,,,Designer,
Adobe,61100988AA00A00,,,Acrobat Standard,
Adobe,61100988AC00A00,,,Acrobat Standard,
Adobe,61100988AD00A00,,,Acrobat Standard,
Adobe,61100988DM,,,Acrobat Standard,
Adobe,61100988AF00A00,,,Acrobat Standard,
Adobe,61100989AA00A00,,,Acrobat Standard,
Adobe,61100989AF00A00,,,Acrobat Standard,
Adobe,61100989AD00A00,,,Acrobat Standard,
Adobe,61100989AC00A00,,,Acrobat Standard,
Adobe,61100996,,,Acrobat Professional,
Adobe,61100996AB00A00,,,Acrobat Professional,
Adobe,61100996AA00A00,,,Acrobat Professional,
Adobe,61100996AC00A00,,,Acrobat Professional,
Adobe,61100996AD00A00,,,Acrobat Professional,
Adobe,61100996AE00A00,,,Acrobat Professional,
Adobe,61100997AA00A00,,,Acrobat Professional,
Adobe,61100996AF00A00,,,Acrobat Professional,
Adobe,61100997AB00A00,,,Acrobat Professional,
Adobe,61100997AC00A00,,,Acrobat Professional,
Adobe,61100997AE00A00,,,Acrobat Professional,
Adobe,61100997AD00A00,,,Acrobat Professional,
Adobe,61100997AF00A00,,,Acrobat Professional,
Adobe,61101039,,,Acrobat Professional,
Adobe,61101039AA00A00,,,Acrobat Professional,
Adobe,61101039AB00A00,,,Acrobat Professional,
Adobe,61101039AD00A00,,,Acrobat Professional,
Adobe,61101039AC00A00,,,Acrobat Professional,
Adobe,61101039AE00A00,,,Acrobat Professional,
Adobe,61101039AF00A00,,,Acrobat Professional,
Adobe,61101040AA00A00,,,Acrobat Professional,
Adobe,61101040AB00A00,,,Acrobat Professional,
Adobe,61101040AC00A00,,,Acrobat Professional,
Adobe,61101040AD00A00,,,Acrobat Professional,
Adobe,61101040AE00A00,,,Acrobat Professional,
Adobe,61101040AF00A00,,,Acrobat Professional,
Adobe,61101044AA00A00,,,Acrobat Professional Extended,
Adobe,61101044AB00A00,,,Acrobat Professional Extended,
Adobe,61101044AD00A00,,,Acrobat Professional Extended,
Adobe,61101044AC00A00,,,Acrobat Professional Extended,
Adobe,61101044AE00A00,,,Acrobat Professional Extended,
Adobe,61101044AF00A00,,,Acrobat Professional Extended,
Adobe,61101045AA00A00,,,Acrobat Professional Extended,
Adobe,61101045AB00A00,,,Acrobat Professional Extended,
Adobe,61101045AC00A00,,,Acrobat Professional Extended,
Adobe,61101045AE00A00,,,Acrobat Professional Extended,
Adobe,61101045AD00A00,,,Acrobat Professional Extended,
Adobe,61101478,,,Livecycle Enterprise Suite,
Adobe,61101045AF00A00,,,Acrobat Professional Extended,
Adobe,61101682FA,,,Livecycle Enterprise Suite,
Adobe,62000004,,,Acrobat 3D,
Adobe,62000120,,,Acrobat 3D,
Adobe,62000236,,,Acrobat Professional Extended,
Adobe,65007296,,,Photoshop Lightroom,
Adobe,65007544,,,Illustrator,
Adobe,65007858AT,,,Illustrator,
Adobe,65007640AS,,,Creative Suite Web Standard,
Adobe,65008277TR,,,Illustrator,
Adobe,65007858PU,,,Illustrator,
Adobe,65007858AV,,,Illustrator,
Adobe,65008841DM,,,Illustrator,
Adobe,65008622AS,,,Creative Suite Web Standard,
Adobe,65009111AA03A00,,,Creative Suite Web Standard,
Adobe,65009983AA00A00,,,Illustrator,
Adobe,65009983AC00A00,,,Illustrator,
Adobe,65009983AB00A00,,,Illustrator,
Adobe,65009983AD00A00,,,Illustrator,
Adobe,65009983AE00A00,,,Illustrator,
Adobe,65009983AF00A00,,,Illustrator,
Adobe,65010248,,,Illustrator,
Adobe,65011011AB00A00,,,Illustrator,
Adobe,65011011AA00A00,,,Illustrator,
Adobe,65010993AV,,,After Effects,
Adobe,65011011AD00A00,,,Illustrator,
Adobe,65011011AE00A00,,,Illustrator,
Adobe,65011011AC00A00,,,Illustrator,
Adobe,65011011AF00A00,,,Illustrator,
Adobe,65011257AU,,,Illustrator,
Adobe,65011259,,,Illustrator,
Adobe,65011506AB00A00,,,Fireworks,
Adobe,65011506AC00A00,,,Fireworks,
Adobe,65011506AA00A00,,,Fireworks,
Adobe,65011506AD00A00,,,Fireworks,
Adobe,65011506AE00A00,,,Fireworks,
Adobe,65011506AF00A00,,,Fireworks,
Adobe,65011604AD01A00,,,Fireworks,
Adobe,65011619AA00A00,,,Fireworks,
Adobe,65011604AV,,,Fireworks,
Adobe,65011619AB00A00,,,Fireworks,
Adobe,65011619AC00A00,,,Fireworks,
Adobe,65011692AA00A00,,,Fireworks,
Adobe,65011642TR,,,Fireworks,
Adobe,65011692AB00A00,,,Fireworks,
Adobe,65011692AC00A00,,,Fireworks,
Adobe,65011948AA00A00,,,Fireworks,
Adobe,65011948AB00A00,,,Fireworks,
Adobe,65011948AC00A00,,,Fireworks,
Adobe,65011948AD00A00,,,Fireworks,
Adobe,65011948AE00A00,,,Fireworks,
Adobe,65011948AF00A00,,,Fireworks,
Adobe,65013268AA03A00,,,Dreamweaver,
Adobe,65013268AD01A00,,,Dreamweaver,
Adobe,65013268AT,,,Dreamweaver,
Adobe,65013268AS,,,Dreamweaver,
Adobe,65013268TS,,,Dreamweaver,
Adobe,65013268AV,,,Dreamweaver,
Adobe,65013268TR,,,Dreamweaver,
Adobe,65013818AS,,,Dreamweaver,
Adobe,65013818AD01A00,,,Dreamweaver,
Adobe,65013922DM,,,Dreamweaver,
Adobe,65014098AA00A00,,,Photoshop Extended,
Adobe,65014098AB00A00,,,Photoshop Extended,
Adobe,65014098AC00A00,,,Photoshop Extended,
Adobe,65014098AD00A00,,,Photoshop Extended,
Adobe,65014098AE00A00,,,Photoshop Extended,
Adobe,65014098AF00A00,,,Photoshop Extended,
Adobe,65014319AA00A00,,,Photoshop,
Adobe,65014319AC00A00,,,Photoshop,
Adobe,65014319AD00A00,,,Photoshop,
Adobe,65014319AF00A00,,,Photoshop,
Adobe,65014550AU,,,Photoshop,
Adobe,65014550AT,,,Photoshop,
Adobe,65014607DM,,,Photoshop,
Adobe,65014559AD01A00,,,Photoshop,
Adobe,65014550TS,,,Photoshop,
Adobe,65014784AD01A00,,,Photoshop,
Adobe,65014784AA03A00,,,Photoshop,
Adobe,65014849,,,Photoshop,
Adobe,65014849DM,,,Photoshop,
Adobe,65014887AB00A00,,,Photoshop Extended,
Adobe,65014887AA00A00,,,Photoshop Extended,
Adobe,65014887AC00A00,,,Photoshop Extended,
Adobe,65014887AE00A00,,,Photoshop Extended,
Adobe,65014887AD00A00,,,Photoshop Extended,
Adobe,65014887AF00A00,,,Photoshop Extended,
Adobe,65014937AB00A00,,,Contribute,
Adobe,65014937AA00A00,,,Contribute,
Adobe,65014937AD00A00,,,Contribute,
Adobe,65014937AC00A00,,,Contribute,
Adobe,65014937AE00A00,,,Contribute,
Adobe,65014937AF00A00,,,Contribute,
Adobe,65015047AA03A00,,,Photoshop,
Adobe,65015047AD01A00,,,Photoshop,
Adobe,65015047AD02A00,,,Photoshop,
Adobe,65015047AS,,,Photoshop,
Adobe,65015047AT,,,Photoshop,
Adobe,65015047AV,,,Photoshop,
Adobe,65015047TR,,,Photoshop,
Adobe,65015047TS,,,Photoshop,
Adobe,65015339AA00A00,,,Photoshop,
Adobe,65015280PU,,,Photoshop Extended,
Adobe,65015339AD00A00,,,Photoshop,
Adobe,65015339AC00A00,,,Photoshop,
Adobe,65015339AF00A00,,,Photoshop,
Adobe,65015339DM,,,Photoshop,
Adobe,65015362,,,Photoshop,
Adobe,65015546AT,,,Photoshop,
Adobe,65015634,,,Photoshop,
Adobe,65015546TR,,,Photoshop,
Adobe,65015718AA00A00,,,Contribute,
Adobe,65015718AB00A00,,,Contribute,
Adobe,65015718AC00A00,,,Contribute,
Adobe,65015718AD00A00,,,Contribute,
Adobe,65015718AE00A00,,,Contribute,
Adobe,65015878AU,,,Photoshop,
Adobe,65015718AF00A00,,,Contribute,
Adobe,65016135,,,Photoshop,
Adobe,65017406AT,,,Creative Suite Web Premium,
Adobe,65017406AD01A00,,,Creative Suite Web Premium,
Adobe,65017366DM,,,Creative Suite Web Premium,
Adobe,65017406TS,,,Creative Suite Web Premium,
Adobe,65017406AV,,,Creative Suite Web Premium,
Adobe,65017406PU,,,Creative Suite Web Premium,
Adobe,65017558AS,,,Creative Suite Web Premium,
Adobe,65017754DM,,,Creative Suite Web Premium,
Adobe,65017970AA03A00,,,Creative Suite Web Premium,
Adobe,65018242AU,,,Flash Professional,
Adobe,65018343DM,,,Flash Professional,
Adobe,65018428AA03A00,,,Flash Professional,
Adobe,65018428AT,,,Flash Professional,
Adobe,65018428TS,,,Flash Professional,
Adobe,65018428PU,,,Flash Professional,
Adobe,65018507TR,,,Flash Professional,
Adobe,65018559AT,,,Flash Professional,
Adobe,65018559TS,,,Flash Professional,
Adobe,65018574,,,Flash Professional,
Adobe,65019356DM,,,Creative Suite Design Standard,
Adobe,65019371,,,Creative Suite Design Standard,
Adobe,65019407AV,,,Creative Suite Design Standard,
Adobe,65019917AD01A00,,,Creative Suite Design Standard,
Adobe,65019917AV,,,Creative Suite Design Standard,
Adobe,65019917AT,,,Creative Suite Design Standard,
Adobe,65019917TR,,,Creative Suite Design Standard,
Adobe,65019917TS,,,Creative Suite Design Standard,
Adobe,65019926AS,,,Creative Suite Design Standard,
Adobe,65019926AT,,,Creative Suite Design Standard,
Adobe,65019926TR,,,Creative Suite Design Standard,
Adobe,65020085AS,,,Creative Suite Design Standard,
Adobe,65019926TS,,,Creative Suite Design Standard,
Adobe,65020086TS,,,Creative Suite Design Standard,
Adobe,65020086AS,,,Creative Suite Design Standard,
Adobe,65020458AT,,,Creative Suite Design Standard,
Adobe,65020458TS,,,Creative Suite Design Standard,
Adobe,65021171AD01A00,,,Creative Suite Design Premium,
Adobe,65021171AD02A00,,,Creative Suite Design Premium,
Adobe,65021171AS,,,Creative Suite Web Premium,
Adobe,65021171AT,,,Creative Suite Design Premium,
Adobe,65021171AV,,,Creative Suite Design Premium,
Adobe,65021171PU,,,Creative Suite Design Premium,
Adobe,65021176,,,Creative Suite Design Premium,
Adobe,65021171TS,,,Creative Suite Design Premium,
Adobe,65021208AV,,,Creative Suite Design Premium,
Adobe,65021218AD01A00,,,Creative Suite Design Premium,
Adobe,65021218AS,,,Creative Suite Design Premium,
Adobe,65021218TR,,,Creative Suite Design Premium,
Adobe,65021490,,,Creative Suite Design Premium,
Adobe,65021566,,,Creative Suite Design Premium,
Adobe,65021671AS,,,Creative Suite Design Premium,
Adobe,65021833AT,,,Creative Suite Design Premium,
Adobe,65021824AT,,,Creative Suite Design Premium,
Adobe,65022022TR,,,Creative Suite Design Premium,
Adobe,65022067AT,,,Creative Suite Design Premium,
Adobe,65022047,,,Creative Suite Design Premium,
Adobe,65022314TR,,,Creative Suite Design Premium,
Adobe,65022351AA03A00,,,Creative Suite Design Premium,
Adobe,65022351AV,,,Creative Suite Design Premium,
Adobe,65022773TS,,,Creative Suite Production Premium,
Adobe,65022402AT,,,Creative Suite Design Premium,
Adobe,65022773AT,,,Creative Suite Production Premium,
Adobe,65023603AT,,,Creative Suite Master Collection,
Adobe,65023492TS,,,Creative Suite Master Collection,
Adobe,65023203DM,,,Creative Suite Production Premium,
Adobe,65023948AD01A00,,,Creative Suite Master Collection,
Adobe,65023622AS,,,Creative Suite Master Collection,
Adobe,65024107AD02A00,,,Creative Suite Master Collection,
Adobe,65024107AT,,,Creative Suite Master Collection,
Adobe,65024694DM,,,InDesign,
Adobe,65024500,,,InDesign,
Adobe,65024804AT,,,InDesign,
Adobe,65024820AV,,,InDesign,
Adobe,65024863,,,InDesign,
Adobe,65025209AD01A00,,,InDesign,
Adobe,65025209AT,,,InDesign,
Adobe,65025209AV,,,InDesign,
Adobe,65025209TR,,,InDesign,
Adobe,65025209TS,,,InDesign,
Adobe,65025632,,,Creative Suite Design Standard,
Adobe,65025661,,,Creative Suite Design Standard,
Adobe,65025643,,,Dreamweaver,
Adobe,65025655,,,Dreamweaver,
Adobe,65025755AB00A00,,,Fireworks,
Adobe,65025755AA00A00,,,Fireworks,
Adobe,65025758AB00A00,,,Contribute,
Adobe,65025755AC00A00,,,Fireworks,
Adobe,65025758AC00A00,,,Contribute,
Adobe,65025765AA00A00,,,Contribute,
Adobe,65025765AC00A00,,,Contribute,
Adobe,65025765AB00A00,,,Contribute,
Adobe,65025758AA00A00,,,Contribute,
Adobe,65025774AB00A00,,,Fireworks,
Adobe,65025774AA00A00,,,Fireworks,
Adobe,65025774AC00A00,,,Fireworks,
Adobe,65025783AA00A00,,,Fireworks,
Adobe,65025783AC00A00,,,Fireworks,
Adobe,65025783AB00A00,,,Fireworks,
Adobe,65025797AB00A00,,,Fireworks,
Adobe,65025797AA00A00,,,Fireworks,
Adobe,65025797AC00A00,,,Fireworks,
Adobe,65025862AC00A00,,,Photoshop,
Adobe,65025862AA00A00,,,Photoshop,
Adobe,65025888AA00A00,,,Photoshop Extended,
Adobe,65025888AB00A00,,,Photoshop Extended,
Adobe,65025888AC00A00,,,Photoshop Extended,
Adobe,65025889AA00A00,,,Photoshop Extended,
Adobe,65025889AB00A00,,,Photoshop Extended,
Adobe,65025889AC00A00,,,Photoshop Extended,
Adobe,65025929AA00A00,,,Photoshop,
Adobe,65026254,,,Creative Suite Web Premium,
Adobe,65025929AC00A00,,,Photoshop,
Adobe,65026224,,,Creative Suite Web Premium,
Adobe,65026292,,,Creative Suite Web Standard,
Adobe,65026281,,,Creative Suite Web Standard,
Adobe,65026796AT,,,Photoshop Elements,
Adobe,65026796TR,,,Photoshop Elements,
Adobe,65026900AT,,,Premiere Elements,
Adobe,65027055,,,Photoshop Elements,
Adobe,65028843AA00A00,,,Illustrator,
Adobe,65028843AB00A00,,,Illustrator,
Adobe,65028843AC00A00,,,Illustrator,
Adobe,65028857AB00A00,,,Illustrator,
Adobe,65028857AA00A00,,,Illustrator,
Adobe,65029077AV,,,Flash Media Server,
Adobe,65028857AC00A00,,,Illustrator,
Adobe,65029828,,,Technical Communication Suite,
Adobe,65029830PU,,,Technical Communication Suite,
Adobe,65029981,,,Captivate,
Adobe,65029991AS,,,Captivate,
Adobe,65029991AV,,,Captivate,
Adobe,65029991TS,,,Captivate,
Adobe,65029997AD01A00,,,Captivate,
Adobe,65029997AA03A00,,,Captivate,
Adobe,65029997AV,,,Captivate,
Adobe,65029997AT,,,Captivate,
Adobe,65029997PU,,,Captivate,
Adobe,65030089,,,RoboHelp,
Adobe,65030001AD02A00,,,eLearning Suite,
Adobe,65030019AV,,,RoboHelp,
Adobe,65030207AS,,,Technical Communication Suite,
Adobe,65030220AA03A00,,,RoboHelp,
Adobe,65030221AA03A00,,,RoboHelp,
Adobe,65030277AA03A00,,,eLearning Suite,
Adobe,65030277AD02A00,,,eLearning Suite,
Adobe,65030277PU,,,eLearning Suite,
Adobe,65030346AA00A00,,,FrameMaker,
Adobe,65030285,,,RoboHelp,
Adobe,65030346AC00A00,,,FrameMaker,
Adobe,65030346AB00A00,,,FrameMaker,
Adobe,65030346AD00A00,,,FrameMaker,
Adobe,65030346AE00A00,,,FrameMaker,
Adobe,65030347AA02A00,,,FrameMaker,
Adobe,65030346AF00A00,,,FrameMaker,
Adobe,65030347AS,,,FrameMaker,
Adobe,65030347AT,,,FrameMaker,
Adobe,65030368AA00A00,,,FrameMaker,
Adobe,65030368AB00A00,,,FrameMaker,
Adobe,65030368AE00A00,,,FrameMaker,
Adobe,65030368AC00A00,,,FrameMaker,
Adobe,65030368AD00A00,,,FrameMaker,
Adobe,65030375AD02A00,,,FrameMaker,
Adobe,65030368AF00A00,,,FrameMaker,
Adobe,65035645AA00A00,,,Fireworks,
Adobe,65035645AB00A00,,,Fireworks,
Adobe,65035645AC00A00,,,Fireworks,
Adobe,65035674AA00A00,,,Fireworks,
Adobe,65035674AB00A00,,,Fireworks,
Adobe,65035674AC00A00,,,Fireworks,
Adobe,65035674AE00A00,,,Fireworks,
Adobe,65035674AF00A00,,,Fireworks,
Adobe,65035674AD00A00,,,Fireworks,
Adobe,65035676AB00A00,,,Contribute,
Adobe,65035676AA00A00,,,Contribute,
Adobe,65035676AC00A00,,,Contribute,
Adobe,65035676AF00A00,,,Contribute,
Adobe,65035676AD00A00,,,Contribute,
Adobe,65035676AE00A00,,,Contribute,
Adobe,65035677AA00A00,,,Contribute,
Adobe,65035677AB00A00,,,Contribute,
Adobe,65035677AC00A00,,,Contribute,
Adobe,65035677AD00A00,,,Contribute,
Adobe,65035677AE00A00,,,Contribute,
Adobe,65035677AF00A00,,,Contribute,
Adobe,65035728AB00A00,,,Contribute,
Adobe,65035728AA00A00,,,Contribute,
Adobe,65035728AC00A00,,,Contribute,
Adobe,65035729AA00A00,,,Contribute,
Adobe,65035729AB00A00,,,Contribute,
Adobe,65035729AC00A00,,,Contribute,
Adobe,65035767AB00A00,,,Fireworks,
Adobe,65035767AA00A00,,,Fireworks,
Adobe,65035767AC00A00,,,Fireworks,
Adobe,65035767AD00A00,,,Fireworks,
Adobe,65035767AE00A00,,,Fireworks,
Adobe,65035767AF00A00,,,Fireworks,
Adobe,65035811AA00A00,,,Fireworks,
Adobe,65035811AB00A00,,,Fireworks,
Adobe,65035811AC00A00,,,Fireworks,
Adobe,65035857AA00A00,,,Illustrator,
Adobe,65035857AB00A00,,,Illustrator,
Adobe,65035857AC00A00,,,Illustrator,
Adobe,65035949AA00A00,,,Photoshop Extended,
Adobe,65035949AB00A00,,,Photoshop Extended,
Adobe,65035949AC00A00,,,Photoshop Extended,
Adobe,65035949AD00A00,,,Photoshop Extended,
Adobe,65035949AE00A00,,,Photoshop Extended,
Adobe,65035949AF00A00,,,Photoshop Extended,
Adobe,65035980AA00A00,,,Illustrator,
Adobe,65035980AB00A00,,,Illustrator,
Adobe,65035980AC00A00,,,Illustrator,
Adobe,65035980AD00A00,,,Illustrator,
Adobe,65035980AE00A00,,,Illustrator,
Adobe,65035980AF00A00,,,Illustrator,
Adobe,65035984AC00A00,,,Photoshop,
Adobe,65035984AA00A00,,,Photoshop,
Adobe,65035985AA00A00,,,Photoshop,
Adobe,65035985AD00A00,,,Photoshop,
Adobe,65035985AC00A00,,,Photoshop,
Adobe,65035985AF00A00,,,Photoshop,
Adobe,65035988AA00A00,,,Photoshop Extended,
Adobe,65035988AC00A00,,,Photoshop Extended,
Adobe,65035988AB00A00,,,Photoshop Extended,
Adobe,65035988AD00A00,,,Photoshop Extended,
Adobe,65035988AE00A00,,,Photoshop Extended,
Adobe,65036017AA00A00,,,Illustrator,
Adobe,65035988AF00A00,,,Photoshop Extended,
Adobe,65036017AB00A00,,,Illustrator,
Adobe,65036017AC00A00,,,Illustrator,
Adobe,65036017AD00A00,,,Illustrator,
Adobe,65036017AE00A00,,,Illustrator,
Adobe,65036017AF00A00,,,Illustrator,
Adobe,65036022AA00A00,,,Photoshop,
Adobe,65036022AC00A00,,,Photoshop,
Adobe,65036058AB00A00,,,Photoshop Extended,
Adobe,65036058AA00A00,,,Photoshop Extended,
Adobe,65036058AC00A00,,,Photoshop Extended,
Adobe,65036144AB00A00,,,Illustrator,
Adobe,65036144AA00A00,,,Illustrator,
Adobe,65036156AA00A00,,,Photoshop,
Adobe,65036156AC00A00,,,Photoshop,
Adobe,65036144AC00A00,,,Illustrator,
Adobe,65036156AF00A00,,,Photoshop,
Adobe,65036156AD00A00,,,Photoshop,
Adobe,65036162AA00A00,,,Photoshop Extended,
Adobe,65036162AB00A00,,,Photoshop Extended,
Adobe,65036162AC00A00,,,Photoshop Extended,
Adobe,65036531,,,Captivate,
Adobe,65040510AS,,,Creative Suite Design Premium,
Adobe,65040545TR,,,Creative Suite Design Premium,
Adobe,65040518TS,,,Creative Suite Design Standard,
Adobe,65045017AD01A00,,,Photoshop Elements,
Adobe,65045017TS,,,Photoshop Elements,
Adobe,65045204AT,,,Photoshop Elements,
Adobe,65045205AA02A00,,,Photoshop Elements,
Adobe,65045205AD01A00,,,Photoshop Elements,
Adobe,65045205AA03A00,,,Photoshop Elements,
Adobe,65045205PU,,,Photoshop Elements,
Adobe,65045312,,,Photoshop Elements,
Adobe,65045326AD00A00,,,Premiere Elements,
Adobe,65045406AA03A00,,,Premiere Elements,
Adobe,65045406AV,,,Premiere Elements,
Adobe,65045572AD01A00,,,Photoshop Elements,
Adobe,65047401AS,,,ColdFusion Enterprise,
Adobe,65047468,,,ColdFusion Enterprise,
Adobe,65047432,,,ColdFusion Standard,
Adobe,65048319AA02A00,,,Photoshop,
Adobe,65048319AA01A00,,,Photoshop,
Adobe,65048319AA03A00,,,Photoshop,
Adobe,65048319AA04A00,,,Photoshop,
Adobe,65048319AC01A00,,,Photoshop,
Adobe,65048319AC02A00,,,Photoshop,
Adobe,65048319AD01A00,,,Photoshop,
Adobe,65048319AD02A00,,,Photoshop,
Adobe,65048319AF01A00,,,Photoshop,
Adobe,65048331,,,Photoshop,
Adobe,65048332,,,Photoshop,
Adobe,65048340AA01A00,,,Photoshop,
Adobe,65048340AA02A00,,,Photoshop,
Adobe,65048340AA03A00,,,Photoshop,
Adobe,65048340AC01A00,,,Photoshop,
Adobe,65048340AA04A00,,,Photoshop,
Adobe,65048340AC02A00,,,Photoshop,
Adobe,65048340AD01A00,,,Photoshop,
Adobe,65048340AD02A00,,,Photoshop,
Adobe,65048340AF01A00,,,Photoshop,
Adobe,65048365AA01A00,,,Photoshop,
Adobe,65048365AA02A00,,,Photoshop,
Adobe,65048365AA03A00,,,Photoshop,
Adobe,65048365AC01A00,,,Photoshop,
Adobe,65048365AA04A00,,,Photoshop,
Adobe,65048365AC02A00,,,Photoshop,
Adobe,65048365AD01A00,,,Photoshop,
Adobe,65048365AD02A00,,,Photoshop,
Adobe,65048368AA01A00,,,Photoshop,
Adobe,65048368AA02A00,,,Photoshop,
Adobe,65048365AF01A00,,,Photoshop,
Adobe,65048368AC01A00,,,Photoshop,
Adobe,65048368AA04A00,,,Photoshop,
Adobe,65048368AA03A00,,,Photoshop,
Adobe,65048368AC02A00,,,Photoshop,
Adobe,65048368AD01A00,,,Photoshop,
Adobe,65048368AD02A00,,,Photoshop,
Adobe,65048368AF01A00,,,Photoshop,
Adobe,65048440AA01A00,,,Photoshop,
Adobe,65048440AA02A00,,,Photoshop,
Adobe,65048440AA03A00,,,Photoshop,
Adobe,65048440AC02A00,,,Photoshop,
Adobe,65048440AC01A00,,,Photoshop,
Adobe,65048440AA04A00,,,Photoshop,
Adobe,65048440AD02A00,,,Photoshop,
Adobe,65048440AD01A00,,,Photoshop,
Adobe,65048440AF01A00,,,Photoshop,
Adobe,65048441AA02A00,,,Photoshop,
Adobe,65048441AA01A00,,,Photoshop,
Adobe,65048441AA03A00,,,Photoshop,
Adobe,65048441AA04A00,,,Photoshop,
Adobe,65048441AC02A00,,,Photoshop,
Adobe,65048441AC01A00,,,Photoshop,
Adobe,65048441AF01A00,,,Photoshop,
Adobe,65048441AD01A00,,,Photoshop,
Adobe,65048441AD02A00,,,Photoshop,
Adobe,65048462AA01A00,,,Photoshop,
Adobe,65048453AT,,,Photoshop,
Adobe,65048462AA02A00,,,Photoshop,
Adobe,65048462AA03A00,,,Photoshop,
Adobe,65048462AC01A00,,,Photoshop,
Adobe,65048462AA04A00,,,Photoshop,
Adobe,65048462AD01A00,,,Photoshop,
Adobe,65048462AC02A00,,,Photoshop,
